test_id,time
0,703125
1,718750
2,734375
3,765625
4,750000
5,703125
6,703125
7,703125
8,703125
9,703125
10,718750
11,703125
12,718750
13,703125
14,703125
15,703125
16,703125
17,703125
18,703125
19,703125
20,703125
21,703125
22,703125
23,703125
24,703125
25,703125
26,703125
27,718750
28,718750
29,703125
30,703125
31,718750
